"2187","Mining & Quarrying","Гірничо-кар'єрна промисловість"
"4285","Piercing & Tattooing","Пірсинг та тату"
"4350","Piercing Supplies","Товари для пірсингу"
"4122","Piercing Needles","Голки для пірсингу"
"4326","Tattooing Supplies","Товари для татуювання"
"5853","Tattoo Cover-Ups","Засоби для приховування татуювань"
"4215","Tattooing Inks","Тату-чорнило"
"4379","Tattooing Machines","Машинки для татуювання"
"4072","Tattooing Needles","Голки для татуювання"
"138","Retail","Роздріб"
"4244","Clothing Display Racks","Стенди для демонстрації одягу"
"3803","Display Mannequins","Демонстраційні манекени"
"7128","Mannequin Parts","Частини манекенів"
"4181","Money Handling","Обробка грошей"
"4290","Banknote Verifiers","Верифікатори банкнот"
"505825","Cash Register & POS Terminal Accessories","Аксесуари для касових апаратів та POS-терміналів"
"4283","Cash Drawers & Trays","Касові шухляди та лотки"
"505808","Credit Card Terminals","Термінали для кредитних карток"
"5310","Signature Capture Pads","Планшети для захоплення підпису"
"505824","Cash Registers & POS Terminals","Касові апарати та POS-термінали"
"543647","Cash Registers","Касові апарати"
"543648","POS Terminals","POS-термінали"
"4151","Coin & Bill Counters","Лічильники монет та банкнот"
"3273","Money Changers","Обмінники грошей"
"4329","Money Deposit Bags","Сумки для депозиту грошей"
"4055","Paper Coin Wrappers & Bill Straps","Паперові обгортки для монет та стрічки для банкнот"
"1837","Paper & Plastic Shopping Bags","Паперові та пластикові пакети для покупок"
"4127","Pricing Guns","Маркувальні пістолети"
"4160","Retail Display Cases","Вітрини для роздрібної торгівлі"
"499897","Retail Display Props & Models","Реквізит та моделі для вітрин роздрібної торгівлі"
"1624","Science & Laboratory","Наука та лабораторії"
"6975","Biochemicals","Біохімічні речовини"
"7325","Dissection Kits","Набори для розтину"
"3002","Laboratory Chemicals","Лабораторні речовини"
"4335","Laboratory Equipment","Лабораторне обладнання"
"4116","Autoclaves","Автоклави"
"4336","Centrifuges","Центрифуги"
"7218","Dry Ice Makers","Машини для виробництва сухого льоду"
"500057","Freeze-Drying Machines","Машини для сублімаційної сушки"
"4474","Laboratory Blenders","Лабораторні блендери"
"500114","Laboratory Freezers","Лабораторні морозильники"
"503722","Laboratory Funnels","Лабораторні воронки"
"4133","Laboratory Hot Plates","Лабораторні гарячі пластини"
"4231","Laboratory Ovens","Лабораторні печі"
"4555","Microscope Accessories","Аксесуари для мікроскопів"
"4557","Microscope Cameras","Камери для мікроскопів"
"4556","Microscope Eyepieces & Adapters","Окуляри та адаптери для мікроскопів"
"4665","Microscope Objective Lenses","Об'єктиви для мікроскопів"
"4664","Microscope Replacement Bulbs","Запасні лампи для мікроскопів"
"4558","Microscope Slides","Предметні склінці для мікроскопа"
"158","Microscopes","Мікроскопи"
"7437","Microtomes","Мікротоми"
"7468","Spectrometer Accessories","Аксесуари для спектрометрів"
"7393","Spectrometers","Спектрометри"
"8119","Laboratory Specimens","Лабораторні зразки"
"4255","Laboratory Supplies","Лабораторні матеріали"
"4310","Beakers","Бейкери"
"4061","Graduated Cylinders","Градуйовані циліндри"
"4036","Laboratory Flasks","Лабораторні колби"
"4276","Petri Dishes","Петрієві чаші"
"4075","Pipettes","Піпетки"
"4155","Test Tube Racks","Підставки для пробірок"
"4306","Test Tubes","Пробірки"
"4140","Wash Bottles","Пляшки для промивання"
"976","Signage","Знаки, інформаційні таблички"
"7322","Business Hour Signs","Таблички з годинами роботи"
"8155","Digital Signs","Цифрові знаки"
"4297","Electric Signs","Електричні знаки"
"4131","LED Signs","LED вивіски"
"4070","Neon Signs","Неонові знаки"
"5894","Emergency & Exit Signs","Знаки аварійного виходу та виходу"
"5897","Facility Identification Signs","Знаки ідентифікації об'єктів"
"7323","Open & Closed Signs","Вивіски ""Відкрито"" / ""Закрито"""
"5896","Parking Signs & Permits","Знаки та дозволи на паркування"
"5900","Policy Signs","Інформаційні знаки"
"5898","Retail & Sale Signs","Таблички для роздрібної торгівлі та розпродажу"
"5895","Road & Traffic Signs","Дорожні та дорожньо-транспортні знаки"
"5892","Safety & Warning Signs","Знаки безпеки та попередження"
"5893","Security Signs","Охоронні знаки"
"5899","Sidewalk & Yard Signs","Тротуарні та дворові знаки"
"2047","Work Safety Protective Gear","Захисне обладнання для безпеки на роботі"
"2389","Bullet Proof Vests","Бронежилети"
"8269","Gas Mask & Respirator Accessories","Аксесуари для газових масок та респіраторів"
"2723","Hardhats","Каски будівельні"
"2808","Hazardous Material Suits","Костюми для роботи з небезпечними матеріалами"
"6764","Protective Aprons","Захисні фартухи"
"2227","Protective Eyewear","Захисні окуляри"
"503724","Protective Masks","Захисні маски"
"7407","Dust Masks","Маски від пилу"
"2349","Fireman's Masks","Маски пожежників"
"2473","Gas Masks & Respirators","Газові маски та респіратори"
"513","Medical Masks","Медичні маски"
"5591","Safety Gloves","Рукавички безпеки"
"499961","Safety Knee Pads","Наколінники безпеки"
"499927","Welding Helmets","Зварювальні шоломи"
"499708","Work Safety Harnesses","Робочі страхувальні пояси"
"7085","Work Safety Tethers","Робочі страхувальні троси"
"141","Cameras & Optics","Камери та оптика"
"2096","Camera & Optic Accessories","Аксесуари для камер та оптики"
"463625","Camera & Optic Replacement Cables","Запасні кабелі для камер та оптики"
"149","Camera & Video Camera Lenses","Об'єктиви для фото- та відеокамер"
"4432","Camera Lenses","Об'єктиви для камери"
"5346","Surveillance Camera Lenses","Об'єктиви для камер відеоспостереження"
"5280","Video Camera Lenses","Об'єктиви для відеокамер"
"2911","Camera Lens Accessories","Аксесуари для об'єктиву камери"
"5588","Lens & Filter Adapter Rings","Кільця-адаптери для об'єктивів та фільтрів"
"4441","Lens Bags","Сумки для об'єктивів"
"2829","Lens Caps","Кришки для об'єктивів"
"4416","Lens Converters","Конвертери об'єктивів"
"147","Lens Filters","Фільтри для об'єктивів"
"2627","Lens Hoods","Бленди для об'єктивів"
"143","Camera Parts & Accessories","Запчастини та аксесуари для камери"
"8174","Camera Accessory Sets","Набори аксесуарів для камер"
"6308","Camera Bags & Cases","Сумки та чохли для камер"
"296246","Camera Body Replacement Panels & Doors","Запасні панелі та дверцята для корпусу камери"
"298420","Camera Digital Backs","Цифрові задні панелі камер"
"153","Camera Film","Фотоплівка для камер"
"5479","Camera Flash Accessories","Аксесуари для спалаху камери"
"148","Camera Flashes","Спалахи для камери"
"500104","Camera Focus Devices","Пристрої для фокусування камери"
"461567","Camera Gears","Обладнання для камери"
"500037","Camera Grips","Рукоятки для камери"
"296248","Camera Image Sensors","Сенсори зображення камери"
"461568","Camera Lens Zoom Units","Блоки зуму об'єктиву камери"
"5532","Camera Remote Controls","Дистанційні контролери для камери"
"296247","Camera Replacement Buttons & Knobs","Замінні кнопки та ручки для камери"
"296249","Camera Replacement Screens & Displays","Замінні екрани та дисплеї для камери"
"503020","Camera Silencers & Sound Blimps","Глушники та звукові балони для камери"
"499998","Camera Stabilizers & Supports","Стабілізатори та підтримки для камери"
"5429","Camera Straps","Ремені для камери"
"503019","Camera Sun Hoods & Viewfinder Attachments","Сонцезахисні капюшони та насадки візіра для камери"
"2987","Flash Brackets","Кріплення для спалаху"
"500107","On-Camera Monitors","Монітори для камер"
"5937","Surveillance Camera Accessories","Аксесуари для відеонагляду"
"8535","Underwater Camera Housing Accessories","Аксесуари для корпусів підводних камер"
"6307","Underwater Camera Housings","Корпуси для підводних камер"
"2394","Video Camera Lights","Освітлення для відеокамер"
"160","Optic Accessories","Оптичні аксесуари"
"5282","Binocular & Monocular Accessories","Аксесуари для біноклів та монокулярів"
"5545","Optics Bags & Cases","Сумки та чохли для оптики"
"5283","Rangefinder Accessories","Аксесуари для далекомірів"
"5542","Spotting Scope Accessories","Аксесуари для монокулярів"
"5284","Telescope Accessories","Аксесуари для телескопів"
"4274","Thermal Optic Accessories","Аксесуари для термічної оптики"
"5543","Weapon Scope & Sight Accessories","Аксесуари для оптичних прицілів та прицілів зброї"
"4638","Tripod & Monopod Accessories","Аксесуари для триподів та моноподів"
"4640","Tripod & Monopod Cases","Чохли для триподів та моноподів"
"4639","Tripod & Monopod Heads","Головки для триподів та моноподів"
"3035","Tripod Collars & Mounts","Обідки та кріплення для триподів"
"503726","Tripod Handles","Ручки для триподів"
"503016","Tripod Spreaders","Розпорки для триподів"
"150","Tripods & Monopods","Триподи та моноподи"
"142","Cameras","Камери"
"499976","Borescopes","Бороскопи"
"152","Digital Cameras","Цифрові камери"
"4024","Disposable Cameras","Одноразові камери"
"154","Film Cameras","Фотокамери"
"362","Surveillance Cameras","Камери відеоспостереження"
"5402","Trail Cameras","Камери для трекінгу"
"155","Video Cameras","Відеокамери"
"312","Webcams","Веб-камери"
"156","Optics","Оптика"
"157","Binoculars","Біноклі"
"4164","Monoculars","Монокуляри"
"161","Rangefinders","Далекоміри"
"4040","Scopes","Оптичні приціли"
"4136","Spotting Scopes","Підзорні труби"
"165","Telescopes","Телескопи"
"1695","Weapon Scopes & Sights","Приціли та оптика для зброї"
"39","Photography","Фотографія"
"41","Darkroom","Фотолабораторія"
"2234","Developing & Processing Equipment","Обладнання для розробки та обробки"
"2625","Copystands","Підставки для копіювання"
"2999","Darkroom Sinks","Умивальники для фотолабораторії"
"2650","Developing Tanks & Reels","Баки та бобіни для розробки"
"2728","Print Trays, Washers & Dryers","Лотки для друку, пральні та сушильні машини"
"2516","Retouching Equipment & Supplies","Обладнання та матеріали для ретушування"
"2520","Enlarging Equipment","Обладнання для збільшення"
"2969","Darkroom Easels","Мольберти для фотолабораторії"
"2543","Darkroom Timers","Таймери для фотолабораторії"
"3029","Focusing Aids","Прилади для фокусування"
"2815","Photographic Analyzers","Фотоаналізатори"
"2698","Photographic Enlargers","Фотоувеличувачі"
"1622","Photographic Chemicals","Фотохімікати"
"2804","Photographic Paper","Фотопапір"
"2600","Safelights","Безпечне освітлення"
"42","Lighting & Studio","Освітлення та студія"
"5499","Light Meter Accessories","Аксесуари для світломірів"
"1548","Light Meters","Світломіри"
"1611","Studio Backgrounds","Студійні фони"
"503018","Studio Light & Flash Accessories","Аксесуари для студійного освітлення та спалахів"
"2475","Studio Lighting Controls","Керування студійним освітленням"
"3056","Flash Diffusers","Дифузори для спалаху"
"5431","Flash Reflectors","Рефлектори для спалаху"
"2490","Lighting Filters & Gobos","Фільтри та гобо для освітлення"
"5432","Softboxes","Софтбокси"
"2926","Studio Lights & Flashes","Студійне освітлення та спалахи"
"503017","Studio Stand & Mount Accessories","Аксесуари для студійних стійок та кріплень"
"2007","Studio Stands & Mounts","Студійні стійки та кріплення"
"503735","Photo Mounting Supplies","Матеріали для монтажу фотографій"
"4368","Photo Negative & Slide Storage","Зберігання негативів та слайдів"
"222","Electronics","Електроніка"
"3356","Arcade Equipment","Обладнання для аркад"
"8085","Basketball Arcade Games","Аркадні ігри з баскетболом"
"3946","Pinball Machine Accessories","Аксесуари для автоматів пінбол"
"3140","Pinball Machines","Автомати пінбол"
"3681","Skee-Ball Machines","Машини для гри в Скі-Бол"
"3676","Video Game Arcade Cabinet Accessories","Аксесуари для ігрових автоматів"
"3117","Video Game Arcade Cabinets","Шафи для ігрових автоматів"
"223","Audio","Аудіо"
"1420","Audio Accessories","Аудіоаксесуари"
"503008","Audio & Video Receiver Accessories","Аксесуари для аудіо- та відеоресиверів"
"505797","Headphone & Headset Accessories","Аксесуари для навушників та гарнітур"
"503004","Headphone Cushions & Tips","Накладки та ковпачки для навушників"
"5395","Karaoke System Accessories","Аксесуари для систем караоке"
"5396","Karaoke Chips","Чіпи для караоке"
"232","MP3 Player Accessories","Аксесуари для MP3-плеєрів"
"7566","MP3 Player & Mobile Phone Accessory Sets","Набори аксесуарів для MP3-плеєра та мобільного телефону"
"3055","MP3 Player Cases","Чохли для MP3-плеєрів"
"3306","Microphone Accessories","Аксесуари для мікрофонів"
"3912","Microphone Stands","Стійки для мікрофонів"
"239","Satellite Radio Accessories","Аксесуари для супутникового радіо"
"7163","Speaker Accessories","Аксесуари для колонок"
"500112","Speaker Bags, Covers & Cases","Сумки, чохли та кейси для колонок"
"500120","Speaker Components & Kits","Компоненти та набори для колонок"
"8047","Speaker Stand Bags","Сумки для стійок для колонок"
"8049","Speaker Stands & Mounts","Стійки та кріплення для динаміків"
"500119","Tactile Transducers","Тактильні перетворювачі"
"2372","Turntable Accessories","Аксесуари для проїгрівача"
"2165","Audio Components","Аудіокомпоненти"
"241","Audio & Video Receivers","Аудіо- та відеоресивери"
"224","Audio Amplifiers","Аудіопідсилювачі"
"4493","Headphone Amplifiers","Підсилювачі для навушників"
"5381","Power Amplifiers","Підсилювачі потужності"
"236","Audio Mixers","Аудіомікшери"
"5129","Audio Transmitters","Аудіопередавачі"
"5130","Bluetooth Transmitters","Передавачі Bluetooth"
"4035","FM Transmitters","FM-передавачі"
"6545","Channel Strips","Смуги каналів"
"6546","Direct Boxes","Директ-бокси"
"505771","Headphones & Headsets","Навушники та гарнітури"
"543626","Headphones","Навушники"
"543627","Headsets","Гарнітури"
"234","Microphones","Мікрофони"
"246","Signal Processors","Процесори сигналу"
"5435","Crossovers","Кросовери"
"247","Effects Processors","Процесори ефектів"
"248","Equalizers","Еквалайзери"
"5597","Loudspeaker Management Systems","Системи управління гучномовцями"
"3945","Microphone Preamps","Попередні підсилювачі для мікрофонів"
"5596","Noise Gates & Compressors","Шумозаглушувачі та компресори"
"5369","Phono Preamps","Попередні підсилювачі для вінілових програвачів"
"249","Speakers","Динаміки"
"505298","Studio Recording Bundles","Набори для студійного запису"
"242","Audio Players & Recorders","Аудіоплеєри та рекордери"
"225","Boomboxes","Бумбокси"
"226","CD Players & Recorders","CD-плеєри та рекордери"
"243","Cassette Players & Recorders","Магнітофони"
"252","Home Theater Systems","Домашні театральні системи"
"4652","Jukeboxes","Музичні автомати"
"230","Karaoke Systems","Системи караоке"
"233","MP3 Players","MP3-плеєри"
"235","MiniDisc Players & Recorders","Програвачі та рекордери MiniDisc"
"5434","Multitrack Recorders","Багатоканальні рекордери"
"6886","Radios","Радіо"
"8271","Reel-to-Reel Tape Players & Recorders","Магнітофони та рекордери з котушковою стрічкою"
"251","Stereo Systems","Стереосистеми"
"256","Turntables & Record Players","Проїгрівачі та вінілові проїгрівачі"
"244","Voice Recorders","Диктофони"
"8159","Bullhorns","Гучномовці"
"4921","DJ & Specialty Audio","DJ та спеціалізоване аудіо"
"4922","DJ CD Players","CD-плеєри для DJ"
"4923","DJ Systems","DJ-системи"
"2154","Public Address Systems","Системи громкого зв'язку"
"3727","Stage Equipment","Сценічне обладнання"
"3242","Wireless Transmitters","Бездротові передавачі"
"3702","Circuit Boards & Components","Плати побутових пристроїв та компоненти"
"500027","Circuit Board Accessories","Аксесуари для плати побутових пристроїв"
"7259","Circuit Decoders & Encoders","Декодери та енкодери цепів"
"3889","Circuit Prototyping","Прототипування побутових пристроїв"
"4010","Breadboards","Макетні дошки"
"7258","Electronic Filters","Електронні фільтри"
"3635","Passive Circuit Components","Пасивні компоненти електричних кіл"
"3220","Capacitors","Конденсатори"
"7260","Electronic Oscillators","Електронні генератори"
"3121","Inductors","Індуктори"
"3424","Resistors","Резистори"
"7264","Printed Circuit Boards","Друковані плати"
"298419","Camera Circuit Boards","Плати камер"
"499898","Computer Circuit Boards","Комп'ютерні плати"
"499899","Computer Inverter Boards","Комп'ютерні інверторні плати"
"8546","Hard Drive Circuit Boards","Плати жорстких дисків"
"289","Motherboards","Материнські плати"
"3416","Development Boards","Розробницькі плати"
"499889","Exercise Machine Circuit Boards","Плати управління для тренажерів"
"8545","Household Appliance Circuit Boards","Плати електроніки побутових приладів"
"8549","Pool & Spa Circuit Boards","Плати управління для басейну та спа"
"8544","Printer, Copier, & Fax Machine Circuit Boards","Друковані плати для принтера, копірки та факсу"
"499675","Scanner Circuit Boards","Плати сканерів"
"8516","Television Circuit Boards","Телевізійні плати"
"3991","Semiconductors","Півпровідники"
"3632","Diodes","Діоди"
"7257","Integrated Circuits & Chips","Інтегральні схеми та мікросхеми"
"3949","Microcontrollers","Мікроконтролери"
"3094","Transistors","Транзистори"
"262","Communications","Засоби зв'язку"
"266","Answering Machines","Автовідповідачі"
"5275","Caller IDs","Ідентифікатори викликів"
"263","Communication Radio Accessories","Аксесуари для радіозв'язку"
"2471","Communication Radios","Радіостанції"
"2106","CB Radios","CB радіо"
"4415","Radio Scanners","Радіосканери"
"273","Two-Way Radios","Двосторонні радіостанції"
"5404","Intercom Accessories","Аксесуари для домофонів"
"360","Intercoms","Домофони"
"268","Pagers","Пейджери"
"270","Telephony","Телефонія"
"4666","Conference Phones","Телефони для конференцій"
"271","Corded Phones","Дротові телефони"
"272","Cordless Phones","Бездротові телефони"
"264","Mobile Phone Accessories","Аксесуари для мобільних телефонів"
"8111","Mobile Phone Camera Accessories","Аксесуари для камер мобільних телефонів"
"2353","Mobile Phone Cases","Чохли для мобільних телефонів"
"4550","Mobile Phone Charms & Straps","Брелоки та ремінці для мобільних телефонів"
"6030","Mobile Phone Pre-Paid Cards & SIM Cards","Попередньо оплачені картки та SIM-картки для мобільних телефонів"
"543515","Mobile Phone Pre-Paid Cards","Попередньо оплачені картки мобільних телефонів"
"543516","SIM Cards","SIM-картки"
"7347","Mobile Phone Replacement Parts","Запасні частини для мобільних телефонів"
"5566","Mobile Phone Stands","Підставки для мобільних телефонів"
"499916","SIM Card Ejection Tools","Інструменти для видалення SIM-карток"
"267","Mobile Phones","Мобільні телефони"
"543513","Contract Mobile Phones","Мобільні телефони за контрактом"
"543512","Pre-paid Mobile Phones","Попередньо оплачені мобільні телефони"
"543514","Unlocked Mobile Phones","Розблоковані мобільні телефони"
"1924","Satellite Phones","Супутникові телефони"
"265","Telephone Accessories","Аксесуари для телефону"
"269","Phone Cards","Телефонні картки"
"274","Video Conferencing","Відеоконференції"
"1801","Components","Компоненти"
"7395","Accelerometers","Акселерометри"
"2182","Converters","Конвертери"
"503001","Audio Converters","Аудіоконвертери"
"2205","Scan Converters","Скан-конвертери"
"1977","Electronics Component Connectors","Конектори для електронних компонентів"
"1337","Modulators","Модулятори"
"1544","Splitters","Розгалужувачі"
"278","Computers","Комп'ютери"
"5254","Barebone Computers","Комп'ютери ""Barebone"""
"331","Computer Servers","Комп'ютерні сервери"
"325","Desktop Computers","Настільні комп'ютери"
"298","Handheld Devices","Портативні пристрої"
"5256","Data Collectors","Збирачі даних"
"3539","E-Book Readers","Пристрої для читання електронних книг"
"3769","PDAs","КПК (Кишенькові персональні комп'ютери)"
"5255","Interactive Kiosks","Інтерактивні кіоски"
"328","Laptops","Ноутбуки"
"500002","Smart Glasses","Розумні окуляри"
"4745","Tablet Computers","Планшетні комп'ютери"
"8539","Thin & Zero Clients","Тонкі та нульові клієнти"
"543668","Thin Client Computers","Комп'ютери з тонкими клієнтами"
"543669","Zero Client Computers","Комп'ютери Zero Client"
"502995","Touch Table Computers","Комп'ютери з сенсорним столом"
"2082","Electronics Accessories","Аксесуари для електроніки"
"258","Adapters","Адаптери"
"4463","Audio & Video Cable Adapters & Couplers","Адаптери та з'єднувачі для аудіо- та відеокабелів"
"146","Memory Card Adapters","Адаптери для карт пам'яті"
"7182","USB Adapters","USB адаптери"
"5476","Antenna Accessories","Аксесуари для антен"
"5477","Antenna Mounts & Brackets","Кріплення та дужки для антен"
"5478","Antenna Rotators","Ротатори антен"
"6016","Satellite LNBs","Супутникові LNB"
"1718","Antennas","Антени"
"8156","Audio & Video Splitters & Switches","Розподільники та перемикачі для аудіо- та відеосигналів"
"499944","DVI Splitters & Switches","Розподільники та перемикачі DVI"
"8164","HDMI Splitters & Switches","Розгалужувачі та перемикачі HDMI"
"499945","VGA Splitters & Switches","VGA розгалужувачі та перемикачі"
"367","Blank Media","Порожні носії"
"3328","Cable Management","Організація кабелів"
"3764","Cable Clips","Кліпси для кабелів"
"500036","Cable Tie Guns","Пістолети для кріплення кабелів"
"6402","Cable Trays","Траси для кабелів"
"5273","Patch Panels","Патч-панелі"
"499686","Wire & Cable Identification Markers","Маркери для ідентифікації дроту та кабелю"
"6780","Wire & Cable Sleeves","Оплетки для дроту та кабелю"
"4016","Wire & Cable Ties","Стяжки для дроту та кабелю"
"259","Cables","Кабелі"
"1867","Audio & Video Cables","Аудіо- та відеокабелі"
"3461","KVM Cables","KVM кабелі"
"1480","Network Cables","Мережеві кабелі"
"500035","Storage & Data Transfer Cables","Кабелі для зберігання та передачі даних"
"1763","System & Power Cables","Системні та живлення кабелі"
"3541","Telephone Cables","Телефонні кабелі"
"279","Computer Accessories","Комп'ютерні аксесуари"
"500040","Computer Accessory Sets","Набори комп'ютерних аксесуарів"
"7530","Computer Covers & Skins","Чохли та накладки для комп'ютера"
"5489","Computer Risers & Stands","Підставки та стенди для комп'ютера"
"280","Handheld Device Accessories","Аксесуари для портативних пристроїв"
"4736","E-Book Reader Accessories","Аксесуари для електронних книг"
"4738","E-Book Reader Cases","Чохли для електронних книг"
"4737","PDA Accessories","Аксесуари для PDA"
"4739","PDA Cases","Чохли для PDA"
"6291","Keyboard & Mouse Wrist Rests","Підставки для зап'ястя клавіатури та миші"
"6979","Keyboard Trays & Platforms","Підставки та платформи для клавіатури"
"300","Laptop Docking Stations","Док-станції для ноутбуків"
"1993","Mouse Pads","Килимки для миші"
"5669","Stylus Pen Nibs & Refills","Пера та змінні стержні для стилусів"
"5308","Stylus Pens","Стилуси"
"499956","Tablet Computer Docks & Stands","Док-станції та підставки для планшетних комп'ютерів"
"285","Computer Components","Комп'ютерні компоненти"
"6932","Blade Server Enclosures","Корпуси для серверів Blade"
"8158","Computer Backplates & I/O Shields","Задні панелі комп'ютера та щити вводу/виводу"
"291","Computer Power Supplies","Блоки живлення для комп'ютера"
"292","Computer Processors","Комп'ютерні процесори"
"293","Computer Racks & Mounts","Комп'ютерні стійки та кріплення"
"294","Computer Starter Kits","Стартові набори для комп'ютера"
"295","Computer System Cooling Parts","Деталі системи охолодження комп'ютера"
"296","Desktop Computer & Server Cases","Корпуси для настільних комп'ютерів та серверів"
"8162","E-Book Reader Parts","Запчастини для електронних книг"
"8163","E-Book Reader Screens & Screen Digitizers","Екрани та дигітайзери для електронних книг"
"287","I/O Cards & Adapters","Карти вводу/виводу та адаптери"
"286","Audio Cards & Adapters","Звукові карти та адаптери"
"505299","Computer Interface Cards & Adapters","Комп'ютерні картки інтерфейсу та адаптери"
"503755","Riser Cards","Розширювальні карти"
"1487","TV Tuner Cards & Adapters","Тюнерні карти та адаптери для телевізора"
"297","Video Cards & Adapters","Відеокарти та адаптери"
"6475","Input Device Accessories","Аксесуари для введення даних"
"6476","Barcode Scanner Stands","Стенди для сканерів штрих-кодів"
"8008","Game Controller Accessories","Аксесуари для ігрових контролерів"
"503003","Keyboard Keys & Caps","Клавіші та ковпачки клавіатури"
"500052","Mice & Trackball Accessories","Аксесуари для миші та трекболу"
"1928","Input Devices","Введення даних"
"139","Barcode Scanners","Сканери штрих-кодів"
"5309","Digital Note Taking Pens","Цифрові ручки для ведення нотаток"
"505801","Electronic Card Readers","Електронні картрідери"
"5366","Fingerprint Readers","Сканери відбитків пальців"
"301","Game Controllers","Ігрові контролери"
"543591","Game Racing Wheels","Ігрові керма"
"543590","Game Remotes","Ігрові пульти"
"543589","Gaming Pads","Ігрові пади"
"543588","Joystick Controllers","Джойстики"
"543593","Musical Instrument Game Controllers","Геймпади для музичних інструментів"
"499950","Gesture Control Input Devices","Пристрої введення з керуванням жестами"
"302","Graphics Tablets","Графічні планшети"
"1562","KVM Switches","KVM перемикачі"
"303","Keyboards","Клавіатури"
"3580","Memory Card Readers","Картрідери"
"304","Mice & Trackballs","Миші та трекболи"
"4512","Numeric Keypads","Цифрові клавіатури"
"308","Touchpads","Тачпади"
"4224","Laptop Parts","Запчастини для ноутбуків"
"6416","Laptop Hinges","Петлі для ноутбуків"
"4270","Laptop Housings & Trim","Корпуси та обрамлення для ноутбуків"
"7501","Laptop Replacement Cables","Замінні кабелі для ноутбуків"
"4301","Laptop Replacement Keyboards","Замінні клавіатури для ноутбуків"
"4102","Laptop Replacement Screens","Замінні екрани для ноутбуків"
"43617","Laptop Replacement Speakers","Замінні динаміки для ноутбуків"
"8160","Laptop Screen Digitizers","Діджитайзери для екранів ноутбуків"
"2414","Storage Devices","Пристрої для зберігання"
"5268","Disk Duplicators","Дублювачі дисків"
"376","CD/DVD Duplicators","Дублікатори CD/DVD"
"5271","Hard Drive Duplicators","Дублювачі жорстких дисків"
"5112","USB Drive Duplicators","Дублювачі USB-накопичувачів"
"1301","Floppy Drives","Дисководи для дискет"
"1623","Hard Drive Accessories","Аксесуари для жорстких дисків"
"381","Hard Drive Carrying Cases","Сумки для транспортування жорстких дисків"
"4417","Hard Drive Docks","Док-станції для жорстких дисків"
"505767","Hard Drive Enclosures & Mounts","Корпуси та кріплення для жорстких дисків"
"5272","Hard Drive Arrays","Масиви жорстких дисків"
"380","Hard Drives","Жорсткі диски"
"5269","Network Storage Systems","Системи мережевого зберігання"
"377","Optical Drives","Оптичні дисководи"
"385","Tape Drives","Стрічкові накопичувачі"
"3712","USB Flash Drives","USB флеш-накопичувачі"
"7349","Tablet Computer Parts","Запчастини для планшетних комп'ютерів"
"503002","Tablet Computer Housings & Trim","Корпуси та обрамлення для планшетних комп'ютерів"
"45262","Tablet Computer Replacement Speakers","Замінні динаміки для планшетних комп'ютерів"
"500013","Tablet Computer Screens & Screen Digitizers","Екрани та діджитайзери для планшетних комп'ютерів"
"311","USB & FireWire Hubs","USB та FireWire хаби"
"4617","Electronics Cleaners","Засоби для чищення електроніки"
"5466","Electronics Films & Shields","Плівки та захисні екрани для електроніки"
"5523","Electronics Stickers & Decals","Наклейки та декали для електроніки"
"5469","Keyboard Protectors","Захисні покривала для клавіатури"
"5467","Privacy Filters","Фільтри конфіденційності"
"5468","Screen Protectors","Захисні плівки для екрану"
"288","Memory","Пам'ять"
"1665","Cache Memory","Кеш-пам'ять"
"384","Flash Memory","Флеш-пам'ять"
"3387","Flash Memory Cards","Карти флеш-пам'яті"
"1733","RAM","ОЗУ (оперативна пам'ять)"
"2130","ROM","ПЗУ (постійна пам'ять)"
"1767","Video Memory","Відеопам'ять"
"3422","Memory Accessories","Аксесуари для пам'яті"
"3672","Memory Cases","Корпуси для пам'яті"
"499878","Mobile Phone & Tablet Tripods & Monopods","Триноги та моноподи для мобільних телефонів та планшетів"
"275","Power","Енергія"
"276","Batteries","Батарейки"
"1722","Camera Batteries","Батареї для камер"
"1880","Cordless Phone Batteries","Батареї для бездротових телефонів"
"7551","E-Book Reader Batteries","Батареї для електронних книг"
"4928","General Purpose Batteries","Батарейки загального призначення"
"1564","Laptop Batteries","Батареї для ноутбуків"
"499810","MP3 Player Batteries","Батареї для MP3-плеєрів"
"1745","Mobile Phone Batteries","Акумулятори для мобільних телефонів"
"5133","PDA Batteries","Батареї для PDA"
"7438","Tablet Computer Batteries","Батареї для планшетних комп'ютерів"
"6289","UPS Batteries","Батареї для безперебійних блоків живлення"
"2222","Video Camera Batteries","Батареї для відеокамер"
"500117","Video Game Console & Controller Batteries","Батареї для ігрових консолей та контролерів"
"7166","Battery Accessories","Аксесуари для батарей"
"6817","Battery Charge Controllers","Контролери заряду батарей"
"8243","Battery Holders","Тримачі для батарей"
"3130","Camera Battery Chargers","Зарядні пристрої для батарей камер"
"7167","General Purpose Battery Chargers","Зарядні пристрої для батарейок загального призначення"
"499928","General Purpose Battery Testers","Тестери батарейок загального призначення"
"2978","Fuel Cells","Паливні елементи"
"6933","Power Adapter & Charger Accessories","Аксесуари для блоків живлення та зарядних пристроїв"
"505295","Power Adapters & Chargers","Блоки живлення та зарядні пристрої"
"6790","Power Control Units","Блоки управління живленням"
"3160","Power Strips & Surge Suppressors","Багатогніздові блоки та прилади для захисту від перенапруги"
"5274","Power Supply Enclosures","Корпуси блоків живлення"
